PLAYER_NAME,PC1,PC2,PC3,PC4,PC5
Aaron Gordon,0.3212610625643021,0.8001058679378501,1.8283586288543034,1.5037346906576008,0.3229837862164048
Aaron Nesmith,-0.7930559882918669,0.6510027069126229,1.593821299907982,1.163313594957009,-0.02425289477368675
Aaron Wiggins,-1.0399460599779198,-0.21975028474278022,2.2144794505400727,-0.040217626830549004,-0.6685487709478204
Adem Bona,-2.6099713155489006,4.044603306116517,0.23240052976549844,2.789126221806393,0.2847254080529268
Ajay Mitchell,-2.60572763099986,-0.8165110108143667,2.450279040847483,-1.061838006747967,-0.9916452654119554
AJ Green,-2.6949108127709582,-1.0515463933967346,2.5571395527459324,0.7291029201337387,-0.04862784560370561
AJ Johnson,-1.9926341366108569,-3.013451179803118,-1.9708184882819535,-0.3930398350296032,-0.12963540590843725
A.J. Lawson,-1.558431983527522,-0.9943926788514997,-0.35847208493915184,-0.19929258440515607,0.13954251163034717
Alec Burks,-2.624115863621145,-1.04858241392856,1.9193514467908825,1.1286570183343423,-1.6528901627606079
Alex Caruso,-1.7080266621328948,-0.7126463247095516,3.2402264381319625,-2.8163672000651583,0.74995789262889
Alex Sarr,0.7144948022249925,0.48526321996085703,-3.70795862477197,-1.1118067410560404,0.6727919306835137
Al Horford,-1.5613790320571228,0.7218839087644469,1.8687503304300628,-0.7530316465301131,-1.499766898924542
Alperen Sengun,3.9002779085669084,3.4665623768766043,-0.21766079044061554,-2.456534197662754,-0.8301841159271545
Amen Thompson,1.3811517887732747,3.209600878972915,0.9784269921466412,-1.6309881109668218,0.03905614036664098
Amir Coffey,-2.045527298565585,-1.172233975668234,0.8806252871058741,1.3191088938080346,-0.8943313629042542
Andre Drummond,-1.0771583820713153,3.670705096933036,-3.770880449302692,-0.5864853719682028,-0.32524280142845097
Andrew Nembhard,-0.08056449379680664,-1.6361605260305592,1.1451062319934446,-1.6904744154382803,0.8155904659136183
Andrew Wiggins,1.82408016201851,-0.45502176784794796,-0.43921077416588816,0.26563322898549285,-1.002358224694325
Anfernee Simons,2.0251803755023374,-3.119030739626172,0.0024303731249319524,0.8441308482586013,-0.38380396500459957
Anthony Black,-0.3280439264440897,-1.1379715970376405,-0.1906773285971311,-1.7580028960415652,-1.5139158064403728
Anthony Davis,5.475175346445119,4.346331463813667,-1.192350082104154,-0.5639999510705334,-1.1457481489816719
Anthony Edwards,6.113353428700594,-1.0052522957771284,0.6685303153781613,0.9354247888635069,-1.9050821854888111
Antonio Reeves,-3.009204455623211,-1.829825470628656,-0.722510121363462,1.9997708922725075,-0.0633954062008001
Ausar Thompson,-0.21170426441216433,1.6826362791876766,0.11809240959870554,-2.1635016253623824,0.905608702245463
Austin Reaves,3.5765969269962303,-1.1999575829314806,1.2166218269314455,0.7641627609560909,0.03629037515207218
Ayo Dosunmu,-0.25420628039593046,-1.515909053965551,-0.32802196198816225,0.5520293454689016,2.8191020163831495
Bam Adebayo,2.9007649444019448,2.1375499925765205,-0.4121292242076717,-1.198911584829569,-1.0391634315059073
Bennedict Mathurin,1.6200090113245071,0.18780998703401033,-0.7125607036984102,0.295987067128444,-0.7806412445701069
Ben Sheppard,-3.3394978941957354,-1.2498221817054784,0.7808707293364954,-0.4014840989011257,1.521883119428847
Ben Simmons,-1.5983164353381032,0.20352038533001104,-0.3146350333467651,-1.1515978362231907,0.6066129453371112
Bilal Coulibaly,0.6789735188146994,-0.8773602085398724,-3.142914308850468,-0.8218819200151672,1.5630174768672207
Bismack Biyombo,-2.811871389033911,2.386122290525136,-1.6540371538767178,0.7417345618768248,0.4288240351758402
Bobby Portis,0.35812048129120766,1.7503865263901686,-0.6123644063453664,-0.8952995706764855,-0.5871000461499832
Bogdan Bogdanovic,-0.6462819944518725,-1.4835365175833028,0.6659733190762355,-0.4006899057619831,-0.20378736249325996
Bradley Beal,1.3063184496260316,-1.2407956326509668,-0.7843764893444377,1.3534103729995683,0.7691385570559303
Brandin Podziemski,-0.35002130201978304,-0.6085742299593005,2.0108165214679183,-1.45045013252482,-0.43676643565851064
Brandon Boston,-0.6316060745499498,-1.618538047512479,-0.9350658613600284,-0.37051011653328614,-0.1898988356582731
Brandon Clarke,-2.179741327148072,2.8865402598334455,1.1373536448202617,-0.20342765737541768,1.3983744732314998
Brandon Ingram,4.118181388758558,-0.9377123232679434,-2.323231671525918,1.1460322809410008,-0.6082311051919508
Brandon Miller,3.5355550443730417,-1.5547662548984917,-1.5533228969896085,0.2558692661139759,-1.2332408981366016
Brice Sensabaugh,-1.156948792404792,-1.0394832572091637,-1.069777180784427,2.477186399827651,0.9345896057003233
Brook Lopez,-0.5041748652939568,1.6591097780586634,0.6736220213342465,0.818865258156541,-0.4034851202215973
Bruce Brown,-1.6916522566649843,-1.210258001797122,-2.0652991829338747,-0.5236997092345149,0.0919123724182335
Bub Carrington,-0.717965382894799,-2.173663980114725,-2.25427371621819,-0.13873030455421462,1.927876663946195
Buddy Hield,-1.062732600378715,-1.2981165221110715,0.5397120720491355,0.19795554395836856,-0.961633180750257
Cade Cunningham,6.803423831307494,-0.686643976055812,-0.12837557638271896,-0.5996153839250786,0.5910047123995198
Caleb Martin,-1.495706184272637,-0.6696956096694692,-1.2540840530738635,-1.0061345405822564,-0.745099029916934
Cameron Johnson,1.9577894128750104,-0.790220727107978,0.015204889439289536,2.3299502631936684,-0.7081468794275297
Cameron Payne,-2.2158525742478177,-2.5845019063285672,1.8328502618185907,-0.9509166677451604,-0.3140912722698163
Cam Reddish,-3.9607107001192148,-1.8586712007435962,-1.1908465156838393,-0.8443723990925375,-0.002784818787681763
Cam Thomas,4.307924418280891,-2.4210388992992686,-1.6383001955687029,2.7928467777828954,-1.918703209358206
Cam Whitmore,-1.6306284527833192,-0.8762538770009445,-0.5643881949783089,0.5976245443900394,-1.15312482611413
Caris LeVert,-0.2506484300166854,-1.2624687728626203,1.4197331278158172,0.09688209874864487,1.0070499722830606
Cason Wallace,-1.603197384374992,-0.7101610447783194,2.4487229777320443,-2.3599356611599953,0.7908752336366072
Chet Holmgren,1.9460841895738357,3.5054461244938357,1.0046163584457148,-1.4184330521222996,-0.7182645099028986
Chris Boucher,-1.532259698923133,1.341340947182954,-0.12190027328572124,1.592975088923611,-1.1668615229799197
Chris Paul,-0.2912596514345227,-2.1358404690960473,1.9338911524946265,-0.7987290195284996,2.4898130318668144
Christian Braun,0.2132548616989427,0.9327483840812681,2.374156204006921,1.1214898902540917,0.8869569238375927
CJ McCollum,2.4627480770936585,-2.184738563465632,-1.4369471948925387,1.352127481242628,0.5211149548059455
Clint Capela,-1.657926571764782,4.379753440708352,-1.5271327760883278,-0.9962663880714184,1.1356013237586189
Coby White,2.9439006989038727,-2.0125046589725217,-0.04743211734791872,1.0694825041644604,1.3878900688143971
